taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)	ASVno	Taxon
5d0f7733bb79c54ae2a1c31d104244d4	-0.6148561841456477	-0.881369932441637	-0.664810087667342	-0.2665137482959893	-0.049953903521694265	0.21655984477429502	0.6825675192030836	0.7123970277738425	0.8561562177390151	0.7890013784005255	0.9208784496936065	0.9432010528090251	-0.9007990665355851	-1.2371892330823095	-0.7765055884579212	-0.3377861631069259	-0.05424592522315498	0.22960093622599362	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.01108920595333841	0.0037601109811754257	0.20937782156497517	0.05967381329710251	0.10231132288476855	0.0037601109811754574	0.20937782156497517	0.05967381329710251	0.12190224235039646	0.01971324111130031	0.05043034964999677	FALSE	FALSE	FALSE	FALSE	v4ASV10018	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus
d60eb5f50da3c4404d759c7bd69c83de	1.895714895181493	-0.15268323722519841	0.9307650439767605	-2.0483981324066916	-0.9649498512047325	1.083448281201959	0.7171943865544251	0.7484116394572153	0.900114049483269	0.8193086484796387	0.9598708149931762	0.9834145491325228	2.643237218139652	-0.20400970425303883	1.0340523453789967	-2.5001544121471557	-1.0052913747685854	1.1017208176934912	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09342970565209173	0	0.023060581520255374	0.010117821357935295	0	0	0.02306058152025537	0.01011782135793531	0	0.03582153622121215	0.04724242459122147	FALSE	FALSE	FALSE	FALSE	v4ASV973	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenella; s__uncultured_bacterium
9e10910b01b1ba716b12c050b4cc033b	-0.0750049275294858	-0.6443201016368116	-0.3232026303022335	-0.5693151741073258	-0.24819770277274772	0.32111747133457813	0.5064419137311648	0.5291907516778321	0.632662014547444	0.6399500949291892	0.7278423572379938	0.7438507489190449	-0.14810173782200178	-1.2175573733931568	-0.5108614439787837	-0.8896243294882561	-0.341004752340335	0.4316961054367724	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0716787221298317	0.043075226590518656	0.3863068949100289	0.009185992070388385	0.3595299437330964	0.043075226590518656	0.38630689491002895	0.009185992070388399	0.46986701906029205	0.052250736941945534	0.1810579043256821	FALSE	FALSE	FALSE	FALSE	v4ASV10178	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
25cb3ea46cd26f835d11678779fec29c	0.9774051095638296	1.4459953900447016	0.0824753528218092	0.4685902804808719	-0.8949297567420205	-1.3635200372228924	0.9377717346343747	0.9778375029259998	1.1800939683256881	1.0176114947928443	1.2132554332392842	1.2444834680035064	1.042263349881096	1.4787685946978153	0.0698888012611613	0.4604805300241455	-0.7376268279735929	-1.095651386522919	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11694078152668805	0.1133004931441036	0.022833512635168588	0.011261744618729887	0.03604277254249012	0.11330049314410358	0.02283351263516858	0.011261744618729887	0.07848920748464487	0.06213377226138668	0.007839030454768902	FALSE	FALSE	FALSE	FALSE	v4ASV8655	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
d3a088facdd8868c36f2d291e0a3cda1	-0.05297342848461588	-0.45508394596861984	-0.14417309471690112	-0.40211051748400395	-0.09119966623228525	0.3109108512517187	0.6529160934460297	0.6815571093741013	0.8185151376128516	0.7632774723245324	0.88771585370609	0.9089885066262874	-0.08113359284043238	-0.6677121252341421	-0.17613980254216555	-0.5268208902581544	-0.10273520051662854	0.3420404647421395	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.03324694026589903	0.07014934478375488	0.0982407880272669	0.014012024399891247	0.0368669139405131	0.07014934478375487	0.09824078802726692	0.014012024399891245	0.17720205795948746	0.035637243412138184	0.051560061273697944	FALSE	FALSE	FALSE	FALSE	v4ASV2786	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Muricauda
1d1a6a1c528cfff9ad19cd0f0d5edc31	-0.1599350108944263	1.3030162472800277	0.055722011765188	1.4629512581744541	0.21565702265961428	-1.2472942355148398	0.6954431701488346	0.7257887008293858	0.8725014881376726	0.8002385641850537	0.9353455875556382	0.9581228540770483	-0.22997567272132094	1.7953107368453414	0.06386466100375933	1.8281439106403143	0.23056400279087874	-1.3018103369597083	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09386114044404659	0.048647403605986024	0	0.013223145909148169	0	0.04864740360598603	0	0.013223145909148167	0	0.022613924353544996	0.06049423848785938	FALSE	FALSE	FALSE	FALSE	v4ASV8419	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Maritalea
26a44b9ce19b50382124fc2b27406d47	-0.9614374662756253	-1.330103690365763	-0.9788345847034172	-0.3686662240901377	-0.017397118427791902	0.3512691056623458	0.5682253616771773	0.5934673237188329	0.7110228290971897	0.6911374351790496	0.7943682732091284	0.8126157493859492	-1.6920002715785878	-2.241241661008326	-1.3766570420056377	-0.5334195564079511	-0.02190057057227394	0.432269625499852	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.09051496316546163	0	0	0	0.0905149631654616	0.18568555045965476	0.06247481869703543	0.04864364049770855	FALSE	FALSE	FALSE	FALSE	v4ASV4896	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Bradymonadales; f__Bradymonadales; g__Bradymonadales; s__uncultured_marine
ee8741878619057b2a0fd7f44af20b12	-0.21149083752845077	-0.4182978142058704	0.4234803578349059	-0.20680697667741965	0.6349711953633567	0.8417781720407763	0.7211629200730022	0.7525392232447503	0.9051519736334606	0.8227993478101365	0.9643565624848119	0.9880399307928379	-0.2932636047164514	-0.555848520961181	0.4678555316351698	-0.25134557681387587	0.6584402699840155	0.8519677654781664	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.01881668267875843	0.048946241297774515	0.0841254881544063	0.036570908004089145	0.0411125021877225	0.04894624129777453	0.08412548815440628	0.03657090800408913	0.09542999399944378	0.0055175281974770615	0.13630150492907864	FALSE	FALSE	FALSE	FALSE	v4ASV9217	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudophaeobacter
8ff64414ed7d18450ac4aed245c52a4f	0.3229209845546284	0.20379585304851236	2.9568328390948255	-0.11912513150611606	2.633911854540197	2.7530369860463133	0.7420291167399764	0.7742417342952025	0.9316407381924522	0.8412082555837895	0.9879957141595588	1.0124122600167336	0.43518640612560644	0.26321992734482225	3.173790837905612	-0.14161193820363127	2.6659142512381657	2.719284519530423	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.15011221851852857	0.06873291066123591	0.02543179826854848	0	0	0.06873291066123591	0.025431798268548477	0	0.04996146215400136	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV3183	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_Flavobacterium
1fbb150418a717637386f2ad6bff3e1b	1.1842933039939847	0.581886257829402	0.21189264934177063	-0.6024070461645827	-0.972400654652214	-0.3699936084876313	0.7201716799802026	0.751508256203974	0.9038936274490724	0.8219271383375921	0.96323582332476	0.9868843203908747	1.6444596988686653	0.7742912376886338	0.23442210776478695	-0.7329202529837318	-1.0095146288224832	-0.37491081866726605	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11399710251331309	0.1597187597966218	0.06458168750805925	0.004969684236345	0.12005043831107366	0.15971875979662178	0.06458168750805923	0.004969684236345001	0.16711041424703374	0.11099083675249373	0.03532064117656395	FALSE	FALSE	FALSE	FALSE	v4ASV3100	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella
d3e7ce1fc43324751806807700d682c6	-2.8871932759424728	-2.698531270226995	-2.3467385347730088	0.18866200571547775	0.540454741169464	0.35179273545398626	0.6494157452458112	0.6779164361646999	0.8140717069232255	0.7602555842297153	0.8838159327275743	0.9049643568628476	-4.445831960618135	-3.9806252308822714	-2.882717228488974	0.24815602756358382	0.6115014689784425	0.38873656491125474	8.755236765412743e-6	6.873424218746077e-5	0.003942611875488866	0.8040136872656626	0.540867646148383	0.6974710307479495	0.0013249591638324618	0.010333047742181602	0.5887633734063373	1	1	1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.2729603347269347	0.06758859566286839	0.11964700091082893	FALSE	FALSE	FALSE	FALSE	v4ASV8480	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ahrensia; s__uncultured_bacterium
a54302ff83642b54d5bcd104c1a3ca3a	0.3284223130632724	-0.011379312897605343	0.20624078793266137	-0.33980162596087776	-0.12218152513061104	0.21762010083026673	0.46440597923525573	0.4854402632137943	0.5794251047112303	0.6058878006945807	0.6835065689889589	0.6979688857325086	0.7071879513784262	-0.023441221834938204	0.35594037306244464	-0.5608325923897697	-0.17875691423323353	0.31179054722744193	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.15363019672967246	0.21211904040133678	0.15983914797548515	0.013164393612189015	0.09903355781471715	0.21211904040133678	0.15983914797548518	0.013164393612189013	0.3441341491953077	0.07250625419843011	0.14085416678518484	FALSE	FALSE	FALSE	FALSE	v4ASV6372	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas; s__uncultured_bacterium
7289e5587c43c9488f50527136fb51bf	-0.4963598484107935	-0.7328082174502103	-0.29549992705550476	-0.2364483690394168	0.20085992135528874	0.43730829039470553	0.6423605806870276	0.6705784158309862	0.8051157934312081	0.7541746507694721	0.875965429065111	0.896863272229967	-0.7727121858566086	-1.0928001858546377	-0.36702786042260555	-0.31351938015706626	0.22930119693155004	0.4875975011301101	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.05204032998323359	0.017798378263439746	0.19854988679341162	0.10067914234429554	0.04519941182976641	0.017798378263439732	0.1985498867934116	0.10067914234429552	0.11215243191162994	0.14612171862874807	0.031203013585962638	FALSE	FALSE	FALSE	FALSE	v4ASV11764	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Nitrincolaceae; g__Neptunomonas
cd62a7cc95b3be452510d7476ec4efa7	-0.5857225036112148	-0.8634083315491299	0.3023691724957456	-0.2776858279379151	0.8880916761069604	1.1657775040448755	0.6405792445152216	0.6687256570803117	0.8028545646795062	0.7526414040492648	0.8739854293284721	0.8948199632396878	-0.9143638490105601	-1.291124876707755	0.3766176164377283	-0.36894838158510196	1.0161401395322194	1.3028067677705673	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.10247801658620445	0.13767512540025492	0.10773243982715454	0.07026288957433134	0.08040802394186476	0.1376751254002549	0.1077324398271545	0.07026288957433133	0.14087168477319548	0.010539018665889731	0.2268307191202102	FALSE	FALSE	FALSE	FALSE	v4ASV9009	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
3cfeeacf5f5bc5b32819b17f39ee0958	-0.5284091591754242	-0.6304787266142562	-0.5933058587790124	-0.102069567438832	-0.06489669960358824	0.03717286783524376	0.7217844563510357	0.7531856695372139	0.9059409928663448	0.8233463567867509	0.9650594038676861	0.9887646354718168	-0.7320871965666651	-0.8370827434909197	-0.6549056323214022	-0.12396917360170977	-0.06724632633338483	0.03759526433457613	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12293515743554043	0.15934892018490715	0.0355905156658998	0.03398564999799185	0.05384199005816641	0.15934892018490715	0.03559051566589982	0.033985649997991876	0.04103174517549074	0.02959967509125973	0.00497101287147649	FALSE	FALSE	FALSE	FALSE	v4ASV10589	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella
da6d5fffd3b581baeeb32458ad82b536	0.8394339150953074	-0.23137462288340496	1.1510823413420743	-1.0708085379787124	0.3116484262467669	1.3824569642254794	0.49558702803556254	0.5178951857614227	0.618905901518921	0.6310947771208621	0.7163167659697213	0.7319280226136021	1.6938173673001606	-0.4467595553011988	1.8598664813456844	-1.6967475834040058	0.4350706852782786	1.888788134233389	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.22193801936343027	0.3473696599857125	0.0882640580272565	0	0	0.3473696599857125	0.08826405802725651	0	0.6174979121372359	0.1836173849791788	0	FALSE	FALSE	FALSE	FALSE	v4ASV668	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Gordonibacter; s__uncultured_bacterium
1e3d05c8e470f104723f676adf064406	-0.338891470756231	-0.9941940950428244	1.2548885630615527	-0.6553026242865934	1.5937800338177837	2.2490826581043772	0.7027539166919575	0.7333924382359128	0.8817822861648991	0.8066362282982764	0.9435769902534971	0.9666120926057042	-0.48223348558693185	-1.3556099616110557	1.423127434912976	-0.8123892794513524	1.689083191176171	2.326768592395225	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.099926946764349	0.18104631644696506	0.144537753624606	0.20600730618780777	0.2898598162726478	0.18104631644696506	0.144537753624606	0.20600730618780777	0.27755848072888306	0	0	FALSE	FALSE	FALSE	FALSE	v4ASV9409	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured
c78c0c7520b342fc8a1a724bbe1a36da	-2.757799681094896	-2.677427661684271	-3.4077316743715533	0.08037201941062477	-0.6499319932766574	-0.7303040126872822	0.9020370023954083	0.940667818990877	1.134741890455157	0.9849831118239865	1.1717401345209415	1.2017321393895204	-3.057302165843983	-2.846305154306802	-3.0030896920573507	0.08159735780829003	-0.55467246885964006	-0.6077094793006671	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.05737295025643986	0.011279386751115778	0.0510532829313399	FALSE	FALSE	FALSE	FALSE	v4ASV10510	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Marinobacteraceae; g__Marinobacter
a43533849de2a36e421df2b05e916a0a	-0.6125553629499256	1.1381790782973762	-0.8572920940067194	1.7507344412473018	-0.24473673105679372	-1.9954711723040957	0.8327582287748979	0.8686088157278619	1.046810729724605	0.9222219654393963	1.0917072788276647	1.1192943267135584	-0.7355740739435009	1.3103471409550735	-0.8189561586097381	1.8983872721066208	-0.22417797866073172	-1.7827939664119836	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.10818427379478039	0.394815019419333	0.13834209604765646	0.16527767026547271	0	0.394815019419333	0.1383420960476565	0.16527767026547271	0	0.06804694256301169	0	FALSE	FALSE	FALSE	FALSE	v4ASV2231	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
ff6625b437976a03671e04b171b3a5dc	-0.7886503047209327	0.2968803947366043	0.6142651288043763	1.085530699457537	1.4029154335253091	0.317384734067772	0.9451139921306622	0.9854746676982887	1.1894119438686654	1.0243350137789935	1.2218030414088827	1.2532846981232522	-0.8344499301539297	0.301256241756076	0.5164443925175544	1.0597418665332736	1.1482337054158767	0.2532423275757248	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.016422568794450476	0.027408836061910014	0.04990818350376842	0.030325672484505014	0.04587030793917591	0.027408836061909973	0.049908183503768425	0.03032567248450501	0.12292751821111318	0.020964649098191995	0.05986061720415194	FALSE	FALSE	FALSE	FALSE	v4ASV12337	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
3ad6a30e0927b4dc77e60ddf9aa2f9f9	1.3029299395314804	0.43461660999379353	-0.2375040919132285	-0.8683133295376868	-1.540434031444709	-0.672120701907022	0.9283826613527937	0.9680713471440998	1.1681782461116939	1.0090231186536758	1.2023335375447162	1.2332370829510795	1.4034406218152704	0.44895101097243795	-0.20331151748781995	-0.8605484983300126	-1.281203578992255	-0.5450052639502764	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2264624037153003	0.34374620164750486	0.11232172823184532	0.024151606995668116	0.23176202204562527	0.34374620164750486	0.1123217282318453	0.024151606995668113	0.13124930012728736	0.2448430143264735	0.07882919275279601	FALSE	FALSE	FALSE	FALSE	v4ASV11581	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__MBAE14; f__MBAE14; g__MBAE14
ca3432e4607d995b889d719b1509e898	0.45985038868292805	0.1647396140919831	0.2375201669559289	-0.2951107745909449	-0.22233022172699915	0.0727805528639458	0.6194549665242592	0.6467541972756248	0.7760402484940129	0.7345257533563122	0.8505736640248567	0.870656128488588	0.7423467621272503	0.25471750285646255	0.3060668147262485	-0.4017704937403184	-0.2613885559011405	0.08359276467770221	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12559072238688376	0.11614400132059101	0.023612423501961945	8.229015955686857e-4	0.045643236597916914	0.11614400132059104	0.023612423501961938	8.229015955686891e-4	0.12086492835220221	0.06650547170311494	0.0158102083810489	FALSE	FALSE	FALSE	FALSE	v4ASV2077	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Crocinitomix; s__uncultured_bacterium
9db1b0f754a3f6a80f206eb443d3d866	-0.14661026321293477	-0.831358175894526	-0.2735869681566479	-0.6847479126815912	-0.12697670494371313	0.557771207737878	0.5230387009666906	0.5464593931910645	0.653702911620442	0.6535705243723119	0.7455629138996895	0.7621761241868044	-0.28030480907429367	-1.521353985773375	-0.41851881534145596	-1.047703173791722	-0.17030984585802103	0.7318140650666354	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0739548955362116	0.07635289599982928	0.1756300518952884	0.006474358023473493	0.17460066630115478	0.07635289599982925	0.1756300518952884	0.006474358023473495	0.2856030871736323	0.04552352430462383	0.11089592108868086	FALSE	FALSE	FALSE	FALSE	v4ASV2885	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Salegentibacter
d07f31f468180b938e2b7bab251c5187	-0.23818331175054105	-0.3927903401386214	-0.06361682862407635	-0.15460702838808035	0.17456648312646472	0.32917351151454505	0.6267687830550357	0.6543613799132754	0.7853239160115457	0.740783796671569	0.8586649352039759	0.8790080654115546	-0.38001782824851776	-0.6002651626394565	-0.0810071198992252	-0.20870735710304192	0.20329988563582888	0.3744829250917338	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.028838274487051663	0.03923925717313146	0.10184196872295512	0.0036520723850102113	0.017052308832640493	0.03923925717313146	0.1018419687229551	0.003652072385010212	0.08620260333222528	0.032891904971112884	0.06993460563976349	FALSE	FALSE	FALSE	FALSE	v4ASV10437	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia
fdb65b1a29c838f0fa099eaffda26447	-0.2770434256481439	-0.3047501629667723	-0.11907659664708478	-0.027706737318628438	0.1579668290010591	0.18567356631968754	0.5696595215463923	0.5949591566194835	0.712842637405951	0.692340943109917	0.7959297765285795	0.8142288601626309	-0.4863315983836879	-0.5122203088668162	-0.16704471702254928	-0.04001892072737012	0.1984682991633081	0.22803609083888507	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12881475602879078	0.11992068229341735	0.03353239833578492	0.09441306431872876	0.025869564694780717	0.11992068229341735	0.03353239833578491	0.09441306431872877	0.07649117949482213	0.0202925250898295	0.09517031935032669	FALSE	FALSE	FALSE	FALSE	v4ASV541	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__uncultured; s__uncultured_Acidimicrobiales
80df36e792403b807bd216d8f766bbcd	-0.3624186573837818	0.35886923318240843	0.5177329132357155	0.7212878905661902	0.8801515706194973	0.15886368005330703	0.6750514559063474	0.7045797293583758	0.8466148324415325	0.7824601223054548	0.9124516000783545	0.9345084533523452	-0.536875602908205	0.5093380042443345	0.611533005797498	0.9218206398058657	0.9646008298346088	0.16999704976816232	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11136817149827816	0.15007142845311816	0.008719045973805213	0.042772360022116936	0.15404363713526306	0.15007142845311816	0.00871904597380522	0.04277236002211694	0.2256001719204448	0.09930790938124179	0.03528379048210524	FALSE	FALSE	FALSE	FALSE	v4ASV9281	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter
8bcc5db72e94953e9a739127437ff47f	0.17875689105578418	-0.00908261415412086	0.44718613743975416	-0.18783950520990506	0.26842924638397	0.45626875159387503	0.5953513675628869	0.6216832777330743	0.7454468299633954	0.7140116305134224	0.8240227466508268	0.8432439350223113	0.3002544393028578	-0.014609712822323278	0.5998900517984802	-0.2630762541988788	0.32575465601523595	0.541087498698467	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.10672260804418482	0.09169192239985556	0.0397332914458901	0.03914399120551434	0.030154040521856915	0.09169192239985556	0.0397332914458901	0.03914399120551434	0.10650765494432557	0.19030354724066043	0.024914465953344362	FALSE	FALSE	FALSE	FALSE	v4ASV5193	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
0d0cf68eeecafea2a790afee24c2ffed	-0.3280342723880389	-0.8700908374887912	-0.6091490378735293	-0.5420565651007523	-0.28111476548549036	0.260941799615262	0.5716977704335267	0.5970793609147466	0.7154290191130956	0.694052531776999	0.7981502584255838	0.8165226619858895	-0.5737896653668699	-1.457244873036277	-0.8514458060824542	-0.781002215657815	-0.35220782367472014	0.3195769226791789	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.07200552872406252	0.11256009529653731	0.2791843556478242	0.04883215521282646	0.20543345071211894	0.11256009529653731	0.2791843556478242	0.048832155212826425	0.3270919789481506	0.09987772658911603	0.08399766187898153	FALSE	FALSE	FALSE	FALSE	v4ASV1313	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
b6607d87f21f189cc45184ced772a14c	-0.607534126175195	0.10568895781864346	-1.062326523879113	0.7132230839938385	-0.4547923977039181	-1.1680154816977566	0.9157306189411619	0.9549112407581444	1.1521211942462692	0.9974672796154935	1.1876315684625112	1.2180975550704551	-0.6634419703882705	0.11067935249639801	-0.9220614369255651	0.7150340653467587	-0.38294064403549416	-0.9588850062425405	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1327009940922751	0.20755852319961732	0.022330611480251426	0.12894086723156556	0.1611682898552317	0.2075585231996173	0.022330611480251426	0.12894086723156553	0.17277936384878279	0.033482685739392413	0.09456745173061361	FALSE	FALSE	FALSE	FALSE	v4ASV11585	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__MBAE14; f__MBAE14; g__MBAE14; s__uncultured_bacterium
dd1229a93c1de5954ff7cf8d2ae38c61	0.47107507986254	1.5633343941005142	0.0160931238102799	1.0922593142379742	-0.4549819560522601	-1.5472412702902343	0.8279689973747437	0.8636274686824114	1.040731713582769	0.9179098887374296	1.0861991800936408	1.113619505434935	0.5689525590404789	1.8101953108156772	0.01546327799974361	1.1899417662232177	-0.41887525270736836	-1.3893805404260984	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1363987418793807	0.08979570287712878	0	0.021593047110296762	0.06457593985552784	0.08979570287712878	0	0.02159304711029676	0.08005313140899384	0.09358209723226708	0.1127463464814836	FALSE	FALSE	FALSE	FALSE	v4ASV5777	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium
