taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia	-2.4426184171573238	-2.2157815692434437	-2.89920327721433	0.22683684791388004	-0.4565848600570064	-0.6834217079708864	0.7766482645447523	0.8047255141784546	0.9816974454281241	0.8762411713236453	1.0411269430347871	1.0622362909740766	-3.145076772416549	-2.753462553633009	-2.953255395250591	0.25887490263807333	-0.43854869294430554	-0.6433801158725098	0.0016604325028422154	0.005896851569352939	0.0031444169562903964	0.7957317630440559	0.6609885804586001	0.5199774825070101	0.049166053330912354	0.16281436930447205	0.08996299421698369	1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.10100267250758063	0.08903376134013269	0.014151611403592087	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter	-0.37006008258858486	0.8113273374221953	3.0516246184392997	1.1813874200107801	3.4216847010278846	2.2402972810171042	0.8399216741542733	0.8706079608947698	1.061933173197907	0.9330230841909722	1.1136767566929198	1.1369985581597248	-0.4405888000940118	0.931908934749863	2.8736503345588438	1.2661931307253405	3.072421760142171	1.9703607053320367	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.22460275322775772	0.17927861732611963	0.09927122186282283	0	0	0.1792786173261197	0.09927122186282282	0	0.14944262398037153	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__uncultured	2.2468822403799256	3.0851406215968082	-2.8317923652764656	0.8382583812168827	-5.078674605656391	-5.916932986873274	1.021344840873492	1.059496477486171	1.2919798520681978	1.0989095519172631	1.3244928673418963	1.3541302956016694	2.1999251873229304	2.9118932315063564	-2.1918239365291496	0.7628092591918749	-3.834429562349175	-4.36954479645864	0.027812203362341706	0.0035924540700002423	0.028392222036828296	0.4455771582975743	1.25856030444303e-4	1.2450579835617362e-5	0.7400935673953007	0.09918905653013656	0.7400935673953007	1	0.0036007900658285652	3.686665198078907e-4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0.4422205718170032	0.47573544763015313	0	0	0	0.47573544763015324	0	0	0.03874900560710231	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Phycisphaera	-2.661220418054908	-2.0790130018923434	-2.1377886676876954	0.5822074161625648	0.5234317503672128	-0.05877566579535198	0.7955807680504328	0.8244389362982047	1.005705567641891	0.8931611088894655	1.0627703870234824	1.0845421599582201	-3.345003455244673	-2.5217307314805804	-2.125660567535919	0.6518503888805314	0.4925163109156591	-0.05419398891566945	8.228154532777567e-4	0.011677906174075138	0.03353153251142928	0.5144976918734827	0.6223543941366025	0.9567806097988371	0.024363886149003703	0.334109445473864	0.9258186768740083	1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.20142190834854434	0.15494652815742432	0.008218673341974488	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter	-1.912973360714098	-0.7146096356061086	0.018354719031734495	1.1983637251079893	1.9313280797458325	0.732964354637843	0.765940127805999	0.7935756137786351	0.9681184988072414	0.86669966598830706	1.028911796012123	1.0496463496690493	-2.497549470601213	-0.9004934415807871	0.018959165695468273	1.3826747282075875	1.8770589347224054	0.6982964832573797	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.15608450704320034	0	0.13557815397730072	0.03786343648660979	0	0	0.13557815397730072	0.03786343648660979	0.06415468130568308	0	0.17978961504795066	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Portibacter	-0.9352705380320702	0.2484402175642891	0.5116083441731509	1.1837107555963593	1.4468788822052212	0.2631681266088618	0.783115697182751	0.8114597336024554	0.9898987503260626	0.8820140155432488	1.0485138817648811	1.0698495521977849	-1.194294203776906	0.3061645664922213	0.516828962562719	1.3420543605163575	1.3799329769194886	0.24598610717575872	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0695167599106807	0.12386886988659414	0.07609246424024342	0.1273992981462331	0.20301547805569325	0.12386886988659418	0.07609246424024342	0.1273992981462331	0.04721239542289932	0	0.1959168521112016	FALSE	FALSE	FALSE	FALSE
d__Bacteria;__;__;__;__;__	-3.5757014232068287	-1.7573124859905447	-1.8653717223145045	1.818388937216284	1.7103297008923242	-0.10805923632395986	0.8176643997138532	0.8474332038250579	1.0337093986495574	0.9129744255512537	1.0880874907937639	1.110631510451444	-4.373067268745182	-2.07368849610632	-1.8045417065487017	1.9917194680654293	1.5718678096782752	-0.09729530929663295	1.2251295336207911e-5	0.03810825030413112	0.07114642712543515	0.04640184645766412	0.11598121135106883	0.9224918809680236	3.627656281370654e-4	1	1	1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.3505608671450177	0	0	0	0.3505608671450177	0	0	0.05409713605821017	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Neptuniibacter	-1.7400717760283333	-0.6717129789427589	0.2162765096356287	1.0683587970855744	1.956348285663962	0.8879894885783877	0.7852870965273401	0.8137207000934392	0.9926522824161	0.8839538752882454	1.0509955421705859	1.072407191066276	-2.2158415485536405	-0.8254834599459329	0.21787741132193347	1.208613737608421	1.8614239615361083	0.8280338811375136	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.13071402168180046	0	0.018145413134419832	0.017802881095858775	0	0	0.01814541313441984	0.01780288109585878	0.17249298256208173	0	0.04467906275693313	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__Porticoccus	-0.12551305044266325	1.4258851490799476	0.6161811541829674	1.5513981995226107	0.7416942046256306	-0.8097039948969802	0.9167054924574394	0.9505542683782976	1.1592982770631979	1.002739570155501	1.202458200365043	1.2284584571143229	-0.13691752855783237	1.5000565422872625	0.53151217971608955	1.5471596471275446	0.6168149582251313	-0.6591219997776673	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.22086315102904497	0.16158577038175728	0.3060656983390367	0.07362839460928582	0.10317148027118103	0.16158577038175728	0.3060656983390367	0.0736283946092858	0	0.08108998755117186	0.09016103066742653	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group	-0.2339593017741294	1.5716551041193174	3.580155207200416	1.805614405893447	3.814114508974545	2.0085001030810985	0.8867572417615772	0.9193730497055467	1.1213230434207528	0.9754519798153162	1.1677436054661667	1.1927000992770143	-0.2638369226163412	1.7094857246714825	3.192795535779459	1.8510541197889687	3.2662259858421057	1.6839942449058254	0.7919055821637403	0.0873610137740349	0.0014090267726277227	0.06416176764382532	0.0010899123236526053	0.09218278097177833	1	1	0.040312804936349	1	0.0322727285445187	1	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.5499282476387698	0.4355855017252326	0.5164081805308772	0	0	0.4355855017252326	0.5164081805308771	0	0	0	0.3138009557700055	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	-0.08962447672940863	0.7471346556765766	-3.097448509596542	0.8367591324059852	-3.0078240328671333	-3.8445831652731184	0.9017245922195154	0.9349566876420722	1.1403021351720402	0.9890750832313432	1.185079943286683	1.210558234672563	-0.09939229505630527	0.7991115155941864	-2.7163401821827002	0.8460016297976728	-2.538076903508534	-3.175876265310787	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11730275026044817	0.1363347546415837	0.07856019896540033	0	0	0.1363347546415837	0.07856019896540034	0	0.12019153115602295	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Shimia	-1.2865107906187783	-1.0232776897408224	0.08340806894284172	0.2632331008779558	1.36991885956162	1.1066857586836643	0.8045524420411109	0.833780599820086	1.0170824041265656	0.9012006654709097	1.0730466754026793	1.0951322405238422	-1.5990390724002554	-1.227274525170802	0.08200718899907587	0.2920915518192689	1.2766628805289708	1.0105498840526288	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.23922226786284784	0.3120306533724986	0.11183835082995987	0.07474596200810736	0.16884203891225516	0.3120306533724986	0.11183835082995988	0.074745962008107375	0.08745086097592651	0.01135155275168645	0.10274091388307043	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia	-1.4570428663837631	0.054355556842876664	-0.7611106487507993	1.5113984232266398	0.6959322176329639	-0.8154662055936759	0.818684081313286	0.8484949255197528	1.035002431597411	0.9138912129803505	1.0892582540162268	1.11183791875411	-1.7797376297416931	0.06406114545656322	-0.735370879830794	1.6538056190492514	0.6389046996586693	-0.7334398223326123	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.10849907262393169	0	0.012420903478340477	0.05783694095112866	0.2678769322974799	0	0.012420903478340479	0.057836940951128665	0	0.049821638047231866	0.07950448433620003	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae;g__Acanthopleuribacter	-1.7669003560069771	-1.6415164442416887	-2.3326534831209447	0.1253839117652884	-0.5657531271139675	-0.6911370388792559	0.7223317820314585	0.7481677808091308	0.9128185863419064	0.8280682291002186	0.979377218121572	0.9985847787161922	-2.4461063460863004	-2.1940485628322786	-2.5554403887293584	0.15141736798854236	-0.5776662113900014	-0.6921165369331991	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.2236200607160266	0.10596456670526533	0.11031336288608698	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41;f__WCHB1-41;g__WCHB1-41	2.767828938904268	-0.11791048103144755	1.7561357326329865	-2.8857394199357156	-1.0116932062712813	1.874046213664434	0.9183236352781539	0.9522390112624157	1.1613501132007258	1.0042172153311593	1.2043368160231525	1.23039343377975	3.0140016357805184	-0.12382445965444075	1.512150136872169	-2.8736207424845723	-0.8400417497922211	1.523127612854201	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.44377210769777803	0	0.13507074519256293	0.2299054544831022	0	0	0.13507074519256293	0.2299054544831022	0	0.13659812226141702	0.04017868608362339	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus	-1.5532894093938618	-1.4901209763539198	-0.9395683146915167	0.06316843303994202	0.6137210947023451	0.5505526616624031	0.8176828444193955	0.8474524089867903	1.03373278792791	0.9129910075489567	1.088108667002039	1.1106533314426583	-1.899623331949433	-1.7583535789761937	-0.9089083036389477	0.06918845039835157	0.5640255549046143	0.49570162540932106	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06996154034597801	0	0.15622258806483877	0.1746564422028794	0.07661304103903951	0	0.15622258806483877	0.17465644220287938	0.03513610319109873	0.14559421112541707	0.08921072835146199	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__uncultured	-2.694219036000152	-1.7767220307132505	-0.9944320311649543	0.9174970052869016	1.6997870048351977	0.7822899995482963	0.8960770323743321	0.9290766062478304	1.1331408592647727	0.983931273591911	1.1785353697749261	1.2038168092109025	-3.0066823929872295	-1.9123525646488093	-0.8775890685030824	0.9324807838839329	1.4422876465386176	0.6498413990921795	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.26795127065172125	0.041830191246891815	0	0	0.26795127065172125	0.04183019124689181	0.1473440798747035	0.012208136394355248	0.088294556893268	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Halioglobus	-0.37381270676885914	2.9358166471766247	0.44024616754613427	3.3096293539454837	0.8140588743149935	-2.4955704796304903	1.0078946995105487	1.045493692343803	1.274925565688815	1.0864829322620262	1.308748753356792	1.3379195173261273	-0.37088468363846855	2.808067297465055	0.3453112710217547	3.046186236036797	0.6220131039109109	-1.8652620335623502	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.23267904665704803	0.1640171482729992	0	0.003287938447124682	0	0.1640171482729992	0	0.0032879384471246726	0	0.16377034421559222	0.34439363602934125	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Roseimarinus	1.02431021696744	0.03766249155484816	1.3898247438541884	-0.9866477254125919	0.36551452688674835	1.3521622522993402	0.5694827641046146	0.5890212403751423	0.7189979711871646	0.6961193467337388	0.8090699635106936	0.8229396143436248	1.7986676358466103	0.06394080378300325	1.933002316486925	-1.4173542655322557	0.451771222973991	1.6430880574121132	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.34455347336589404	0.44469631146197897	0.051686028205169016	0.15408588990513733	0.3065158617118666	0.444696311461979	0.051686028205169016	0.15408588990513727	0.2976747299693125	0.15420076143323186	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured	-1.0664339762321278	-0.08201868571360768	4.621309328780945	0.9844152905185201	5.687743305013073	4.703328014494552	0.991898499790947	1.0288400708982584	1.254642839261947	1.0717274913709451	1.2900451846294398	1.3186606219888455	-1.075144257660325	-0.07971956772834374	3.683366440364386	0.9185313416372888	4.408948905651591	3.5667463910470345	0.2823101473712667	0.9364602961870414	2.3017390716020356e-4	0.35834075830569195	1.0387352577631191e-5	3.6144096704866823e-4	1	1	0.0065853651619990706	1	3.0757355684414437e-4	0.009979525921369723	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.17561009620829915	0.4064608611325474	0.24069196958221553	0	0	0.4064608611325474	0.24069196958221553	0	0.024295540083800474	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__	-4.4639866223522455	-3.773357501249363	-5.237295254615663	0.6906291211028823	-0.7733086322634177	-1.4639377533663	0.7434479447867516	0.770155363941378	0.9395961275205622	0.8467278114774676	1.0033192836646678	1.0232663499663293	-6.004437370033597	-4.899475713495882	-5.573985568071692	0.8156447818783625	-0.7707502934049807	-1.4306517100014782	1.9199650683443117e-9	9.60927269306165e-7	2.4897636957291182e-8	0.4147033289812004	0.4408549550881704	0.15253005951659848	5.685091371201339e-8	2.6531576292791e-5	7.12331093726136e-7	1	1	1	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.10345374045635491	0.0156889977959731	0.12812942748229983	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	-3.0154307130407294	-1.2795080342958973	-2.2104172395502824	1.735922678744832	0.805013473490447	-0.930909205254385	0.9364130552982582	0.9710728304079773	1.18428774014732	1.0207578184464177	1.225357716516355	1.252044154672557	-3.220192943679411	-1.3176231423943114	-1.8664528599065937	1.7006214866782874	0.6569620141447915	-0.7435114822271126	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.15193073345515803	0.43189339781406316	0	0	0.15193073345515803	0.43189339781406316	0	0.28654927391650603	0.1733355654747592	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Margulisbacteria;c__Margulisbacteria;o__Margulisbacteria;f__Margulisbacteria;g__Margulisbacteria	0.29477696723392804	-0.24004450508659306	2.913177373223749	-0.5348214723205211	2.6184004059898207	3.153221878310342	0.5586683323912665	0.5777637618319007	0.7052867122978518	0.687024804974962	0.7972587188037821	0.8107540462914502	0.5276421628772031	-0.41547172208497485	4.130486683539667	-0.7784602076194501	3.2842543383137968	3.8892459343666608	0.5977477231939576	0.6777966118823303	3.619960644983207e-5	0.43629775658859504	0.0010225259889499964	1.0055617740169951e-4	1	1	0.0010718844507223001	1	0.02823234094165834	0.0028769514131940783	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	0.44897213034193395	0.19493679461724847	0.12647180107304534	0	0	0.19493679461724847	0.12647180107304537	0	0.24140631473849844	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria	0.08662818038180484	0.9229730369219162	0.6781697512672725	0.8363448565401114	0.5915415708854677	-0.2448032856546437	0.800401606243162	0.8294585904818124	1.0118188002148139	0.8974793937497911	1.0682906876639724	1.0902310834850586	0.10823089272447961	1.1127415491420538	0.6702482214436952	0.9318819600367075	0.5537271622005707	-0.22454256658331526	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.13467940031769002	0.05795761575197653	0.17985929017506194	0.26487496004559213	0.15924647616838639	0.05795761575197652	0.17985929017506194	0.26487496004559213	0.00930626534095793	0.44962876755360587	0.20912780652217491	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio	-1.2261266122914307	0.6232251684787491	1.4896818985108728	1.8493517807701798	2.7158085108023036	0.8664567300321238	0.8691295196745967	0.9010192885582805	1.0989703461072071	0.9594461871815455	1.1473609063263965	1.1717024732202306	-1.410752465007165	0.691689041947116	1.355525109287663	1.927520068845974	2.3670045718201607	0.7394852787592149	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06178778304982169	0.2954557523430066	0.11000318274076704	0.09929824191878589	0	0.2954557523430065	0.11000318274076706	0.09929824191878586	0	0	0.029789827366887133	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;__	-3.979740956587551	-2.5954265664967586	-1.1477516349721852	1.3843143900907924	2.8319893216153655	1.4476749315245734	0.8627301455147643	0.8943562856980701	1.090855624761465	0.9536463429860866	1.139971129369869	1.1640893597935413	-4.6129615120994325	-2.9020051717654733	-1.0521572322855848	1.451601424649923	2.484264073582966	1.2436115143096298	3.969718319629489e-6	0.00370782418941951	0.2927274176014385	0.14661246240499895	0.012981949865260209	0.21364257636815248	1.1754490608773033e-4	0.10608229466611924	1	1	0.3584366936823793	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.1696289621569418	0	0	0	0.16962896215694176	0.17265157506465012	0	0.42612292218475334	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hellea	-1.447392161564606	-0.8994449865984885	-1.331691686213103	0.5479471749661174	0.11570047535150296	-0.4322466996146145	0.704678515183314	0.7297859657805074	0.8904323389642719	0.8125396888734043	0.9594284446573831	0.9780177332272216	-2.053975153745227	-1.2324777794767956	-1.4955562909609648	0.674363581828049	0.1205931260385137	-0.44196202679097146	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.18959053807660947	0	0	0	0.18959053807660942	0	0.018085069641001712	0.045974633623859014	0.046376684385026366	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcales_Incertae_Sedis;g__Schizothrix_LEGE_07164	-0.16428315904610538	-0.357921817424887	0.4606188258273703	-0.1936386583787816	0.6249019848734757	0.8185406432522573	0.5655423487838324	0.5849193121325227	0.7140019843635049	0.6928014938475835	0.8047621647709853	0.818495323923437	-0.29048781121234735	-0.6119165669534162	0.6451226129826343	-0.2795009250101042	0.7765051741110454	1.000055369074808	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.05900839528977719	0.24257922104892288	0.029122494535975776	0.10923930462582415	0.24048987999451987	0.24257922104892288	0.029122494535975776	0.10923930462582414	0.11925468524879518	0.4535581300885779	0.10915448229011349	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Maricaulis	-0.45902747186307813	-0.9421787862796965	-0.6821326207227284	-0.4831513144166184	-0.22310514885965027	0.26004616555696813	0.5175960512495373	0.535017376823387	0.6532193511312484	0.652813982991236	0.7527403427332914	0.764824126719403	-0.8868450034634773	-1.7610246453559888	-1.0442627266651054	-0.7401056457197619	-0.29639058277324215	0.3400077958738	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.4686033856492553	0.5515988836882986	0	0.1293484139306904	0.15805183937866163	0.5515988836882986	0	0.1293484139306904	0.3590725502472712	0.13588214154247744	0.04422008037660836	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;__	-0.7158315191360148	0.7034000397816035	0.9496905469934183	1.4192315589176183	1.6655220661294332	0.24629050721181478	0.9145240038995213	0.9482829903306506	1.1565321052897508	1.0007480093966667	1.1999260223559174	1.2258502906835416	-0.7827367199589255	0.741761738799448	0.8211536390989235	1.4181707538676473	1.38802062385427	0.20091401787283641	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09056478619910296	0.19444059261268662	0.04879072973860092	0.029207668278780363	0.18746918446694988	0.19444059261268665	0.04879072973860091	0.029207668278780352	0.1929015934383441	0.17006652742268585	0.009043609068804274	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade	-1.1197842863866214	-0.39929701752657176	1.0474029024762295	0.7204872688600497	2.167187188862851	1.4466999200028012	0.8760960734873456	0.9082728031403908	1.1078042524968037	0.9657666274862726	1.1554115957924727	1.1799962333144403	-1.2781523856501973	-0.43962234269922623	0.9454765136670673	0.7460262638556442	1.875684125687195	1.2260207949471402	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.20212124880039434	0.2127047158860675	0.2165079233306328	0.15471887373770618	0.07611684347843908	0.2127047158860675	0.21650792333063273	0.1547188737377062	0.09071801161898459	0	0.0557013225544593	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__uncultured	0.7000862392091408	1.7524533120381716	2.0081728239828287	1.0523670728290306	1.308086584773688	0.25571951194465714	0.9605880031887798	0.9962422286364945	1.2149415991356154	1.0429232092672431	1.2535044202634003	1.2810318488891235	0.7288101005687411	1.7590634703737307	1.652896588125361	1.0090551859215242	1.043543655393587	0.19961994868933997	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.34048192930260063	0.16843655608866265	0.3015989652295682	0.3100274680544261	0.2716470462656441	0.16843655608866265	0.30159896522956814	0.31002746805442605	0.020069535990786733	0.07791956574847618	0.03324167590436591	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadales;g__Bradymonadales	-2.481752863548286	-1.620016654177786	-2.330882014211986	0.8617362093704999	0.1508708493362998	-0.7108653600342001	0.794054239236627	0.8228494491918952	1.0037697971482715	0.8917945404173335	1.0610231345026555	1.082741507995139	-3.1254198276608247	-1.968788647508695	-2.3221280624641873	0.966294555881933	0.14219374152196887	-0.6565420784047299	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.6047076486776026	0	0	0	0.6047076486776026	0.11539837159497303	0.3314326338869922	0.25606018880320564	FALSE	FALSE	FALSE	FALSE
