taxon	lfc_(Intercept)	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__;__	-1.5559496082716744	2.5661649121315526	1.554092907127058	1.1535496017235842	0.6305220916913754	0.8472159024705357	0.8804832502815325	1.0764354771299451	-2.4677162446407546	3.02893855586097	1.7650453959574361	1.0716384086478135	0.013597806216042847	0.0024541459091039714	0.07755613654246565	0.2838824748126396	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.13225101454961113	0.011607566459977217	0.4810379414209818	0	0.13225101454961113	0.011607566459977242	0.22011976005478492	0.265116996073033	0.0459309134122885	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__uncultured_bacterium	-0.015987919142241156	-0.49663380413965674	0.16667423824438657	0.0378116444446638	0.5810690715458325	0.7811141906441277	0.8116869394329862	0.9926854488678629	-0.027514662068845095	-0.6358017945239469	0.20534300867378608	0.038090257581379065	0.9780492456351829	0.5249056176801599	0.8373041438584354	0.9696157189985076	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.10091825608269837	0.1121666404835762	0.0661951070937739	0.006135706874747101	0.02852710870672877	0.11216664048357622	0.0661951070937739	0.006135706874747102	0.06722000388785272	0.09778647201039502	0.04729938267798718	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;s__uncultured_bacterium	1.4028167680482564	-1.928009519637313	-2.367981041018964	-1.7796944548528062	0.437111427067228	0.5887035288398491	0.6114295879036462	0.7489109977992467	3.2092887103418195	-3.275009279181353	-3.8728597501109627	-2.376376445375518	0.0013306380538838404	0.0010565850303502033	1.0756573243170875e-4	0.017483615615630627	0.5921339339783089	0.4479920528684862	0.04894240825642748	1	FALSE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0	0.1305063567966427	0.2599370505003698	0.22551799644409848	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__;__	0.5233741585143182	-1.6471340723594896	-0.43765609275722667	0.06853538045993962	0.5951494745650302	0.7999344639413043	0.8312745220348159	1.0165302327523345	0.8793995137050746	-2.0590862709477524	-0.5264880387358924	0.06742089733462699	0.3791846957035747	0.039485974788975496	0.5985491605520106	0.9462466333708031	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4277171204128361	0	0.3068503160605987	0.1453849326871404	0	0	0.3068503160605987	0.1453849326871404	0.05988806375440107	0	0.0106365739287833	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;__	-0.8289759673554412	1.9264079550976234	0.15456588040952968	0.2014675314715363	0.4986884665304665	0.6710066051694733	0.6970888952825244	0.8531852053170353	-1.6623122911241348	2.8709224920536793	0.22173051594357332	0.23613575366285555	0.09645017462666598	0.004092758635282998	0.8245236730683891	0.8133273308748197	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.1997552324939588	0	0.030321108653429588	0.009348568903904713	0	0	0.030321108653429588	0.009348568903904711	0	0.2655733134346619	0.032397156361239673	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;s__uncultured_Peredibacter	0.6696036020695293	-1.0889967329918122	-1.23044846149736	-0.7316195288333068	0.3992946107109383	0.5381496403457593	0.5588165808224415	0.6848557963377945	1.6769662903221	-2.023594649793198	-2.2018825205337333	-1.0682825972205787	0.09354907385064624	0.043011875987204906	0.02767360800451489	0.285393056158018	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.08096895301693222	0	0	0	0.08096895301693223	0.10363242322638039	0.12207642226401896	0.04428042036662166	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;s__uncultured_Bacteroidetes	-0.48978898477535227	0.2683258205551291	0.6273053690405912	0.7348280000421922	0.39782792744134876	0.53618868157977	0.5567758306356212	0.6823709370767551	-1.2311578725140184	0.5004317132628799	1.1266749282641324	1.076874702768205	0.21826382406837097	0.6167711277254495	0.2598799465150943	0.2815362460229751	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4930957902811467	0.2503476909106792	0.2906214424638273	0.10559504482027858	0.045330894788035786	0.2503476909106792	0.2906214424638274	0.10559504482027851	0.13718631273475085	0.2567734450759074	0.07910078483688956	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured;s__uncultured_organism	1.1989857623006162	-2.625280986452253	-0.808216572952707	-1.7654288656294443	0.521474264851016	0.7014609150306393	0.7287853595459174	0.8917687827940237	2.2992232658751885	-3.742590542393345	-1.108991230910951	-1.9796935031725755	0.021492264523426386	1.8213287484323846e-4	0.2674339649410793	0.047737979044254156	1	0.08123126218008435	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.09027109267202778	0.36480077498400537	0	0	0.09027109267202779	0.36480077498400526	0	0.2550240586721333	0.18323463750083438	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Fuerstia;s__uncultured_bacterium	0.22581450526898425	-0.7661691718994755	-0.01583358597762194	-0.7100937856631334	0.4590040987808777	0.6179659524958998	0.6418850248163791	0.7859858042267607	0.49196620655186135	-1.239824247282554	-0.024667324155367817	-0.9034435251177487	0.6227432333488268	0.21504040769226485	0.980320318692199	0.36629054857524795	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.3678190827332311	0.5718227333721606	0.1524548836950258	0.08828075811350247	0.36414481387860725	0.5718227333721606	0.1524548836950258	0.08828075811350246	0.1868651778100773	0.1558679182114467	0.12147302847240667	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured;__	1.2371394187447051	-2.944986379721425	-0.939011658746151	-1.0211523942479166	0.599517599101906	0.8057730870871334	0.8373511703993439	1.023927653794304	2.063558135070554	-3.6548582062569746	-1.1214072326409048	-0.9972895941074514	0.03905963043063601	2.5732415653877073e-4	0.262114558893364	0.3186239632054166	1	0.11425192550321421	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.09706852731171092	0.1965281513776925	0	0	0.09706852731171096	0.19652815137769253	0	0	0.05892082543624756	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;__	0.4747843436590747	-1.0367112175366144	-0.28245761594486973	-1.3393396956685881	0.48732786711418985	0.6558226135817559	0.6812855898910354	0.8339480923790719	0.9742606070746699	-1.580779918329816	-0.4145950246651275	-1.6060228543094863	0.3299271587421113	0.11392836771047152	0.6784383909967175	0.10826888853992016	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.3107145551506269	0	0.18015476200316663	0	0.16089055469790983	0	0.18015476200316663	0	0.02647657489819272	0.112312201386453	0.19100258473054832	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;__	2.0119941410745548	-3.297927311046522	-3.3219742508418877	-1.0346892350507508	0.7241529586216431	0.9723791509614802	1.0107455973050785	1.2350230767687072	2.7784104409435764	-3.3916063582662788	-3.2866571565576645	-0.8377893939908343	0.005462556941785824	6.948418906427464e-4	0.0010138418446815486	0.40214899643008867	1	0.29878201297638096	0.449131937193926	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.06232538100011286	0	0	0	0.06232538100011285	0.009699149285252054	0.10840056255989308	0.0705995503522753	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__uncultured;s__uncultured_bacterium	-0.8216875432818993	0.8047829653644456	1.2637152115269228	0.5941871453198676	0.37100035227644046	0.5003139046656518	0.5194430928607057	0.6369074284571048	-2.214789118770545	1.6085560642218475	2.4328270582390856	0.9329254437481971	0.02677454244253564	0.10771344782175934	0.014981454589795643	0.35085846429330975	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0	0.48235182886216205	0	0.09095803776835354	0	0.482351828862162	0	0.09095803776835355	0.0308120698617733	0.11898224193565278	0.21754385160801212	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;s__uncultured_bacterium	0.7074825711440066	-2.067612659564182	-0.25235694367745876	-0.6382122646536911	0.6263282541552236	0.8416100287008018	0.8746488996506803	1.0693328038212242	1.1295715408819325	-2.456734816665585	-0.2885237079452633	-0.5968322138562114	0.2586568084780225	0.01402061395663064	0.7729458854327501	0.5506194081147275	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.14160219229425405	0	0.013472709057709111	0.06049666028187659	0	0	0.013472709057709113	0.06049666028187659	0	0.037585927049452884	0.03922252732685723	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas;s__uncultured_bacterium	0.4274337234008152	-1.1398821302856919	-0.42558216622048844	-0.4647676804659115	0.5392932344114301	0.7252770074972819	0.7535727984375068	0.9219423008866943	0.7925812825508644	-1.5716507189702464	-0.564752558880722	-0.5041179692253116	0.4280218174780176	0.11603157704832177	0.57224207942706	0.6141784803287262	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.08954883361234386	0	0.06384830695945613	0.14178528837868876	0.21472898684675368	0	0.06384830695945613	0.14178528837868876	0.048199682523689204	0.3634953937479046	0.17631761980574853	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;s__uncultured_Owenweeksia	-0.5433529864532827	0.3408675022360541	0.8415113602326227	0.5224685358309276	0.4452233834401514	0.5995464320906962	0.6227144899297384	0.7626488470856773	-1.2204053216048618	0.568542291290776	1.3513598508484546	0.6850709049485163	0.22231126100939586	0.5696667975336367	0.1765801883395495	0.4932991789981555	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.19568097749771204	0.1356716549094332	0.07472202316070017	0.023648978553210347	0.00434627169487071	0.1356716549094332	0.07472202316070013	0.023648978553210295	0.12978372993837894	0.08759782565233162	0.016812231536959876	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group;s__uncultured_bacterium	-1.1947768560252134	2.6552551954184973	0.22775486413019075	0.9761338111239837	0.5479998122135142	0.73691396116688	0.7656843393281563	0.9366856709778746	-2.1802504843919523	3.603209241977156	0.2974526870041935	1.0421145976375685	0.029238899259584415	3.1431230479451566e-4	0.7661209244114328	0.29735855147685397	1	0.13766878949999786	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.03994088556285241	0.012301984186432758	0	0	0.039940885562852406	0.012301984186432732	0	0.17083478050822734	0.03924930419733361	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Acrophormium_PCC-7375;s__Leptolyngbya_sp.	2.2741794124137207	-2.969609230639331	-3.48534482992233	-3.388546735065897	0.49661623444266306	0.668236970011512	0.6942062931942558	0.849676263350266	4.579349716518957	-4.443946330278871	-5.0206183148890675	-3.9880444837953775	4.664237756095139e-6	8.832364611900286e-6	5.150541435218684e-7	6.66201737057423e-5	0.002150213605559859	0.00401872589841463	2.379550143071032e-4	0.030178938688701265	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0	0.03852907510681035	0.14001611660894017	0.11984195393384654	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter;__	0.3165314079062575	-0.33867948056077574	-0.024701888108373093	-2.3653427424512743	0.7708641550440449	1.0348265749156276	1.0757356364405588	1.3141503138066006	0.41061892142094975	-0.3272813906894392	-0.022962786833118018	-1.7999027338050573	0.6813519871186732	0.7434550661825692	0.9816799569216289	0.07187599793334655	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.08115548640439248	0.08419558606146847	0.01925418781912641	0.10702204288681848	0.06982090618966146	0.08419558606146847	0.01925418781912641	0.10702204288681844	0.05669359365743345	0.02159749495539541	0.0660140792336205	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Aestuariicella;s__uncultured_bacterium	1.955849087577996	-2.8147063040950684	-2.9650427891921534	-2.4891504120098666	0.5156734595661855	0.6937078463978437	0.720716066818191	0.8819461535333359	3.792805410663116	-4.057480852653965	-4.114023435445515	-2.8223383049380026	1.4895487905790638e-4	4.960488267328837e-5	3.888219351318166e-5	0.004767485628508276	0.06807237972946321	0.022322197202979767	0.01784692682255038	1	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0	0.04871557555379663	0.22132751985307883	0.17136924112792762	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;__;__	1.8317310147559358	-2.638472414900149	-2.4937575138256807	-2.9504204216208114	0.5700380408586087	0.766370000251692	0.7963415652402621	0.9740050895317602	3.2133487301951407	-3.4428179783050217	-3.1315174576794766	-3.029163249074177	0.001311968870363555	5.7568664449457e-4	0.0017390544642317343	0.0024523212923728732	0.5851381161821455	0.24812094377715965	0.7582277464050362	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.12941743101163322	0.09795576638112964	0.02669920807169342	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5;o__028H05-P-BN-P5;f__028H05-P-BN-P5;g__028H05-P-BN-P5;s__uncultured_bacterium	0.0980518404296046	-0.6093137698179906	0.38099083956805624	-0.9499948966125139	0.49247909560312503	0.6627074867454709	0.6884512763519779	0.842670776189574	0.19909848215897027	-0.919430943522768	0.5534027645164401	-1.1273618635598626	0.8421857085233141	0.35787021039276934	0.5799876463348241	0.2595895162418305	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4912628951238464	0.6528428161737141	0.2113705405574536	0.30753248402227995	0.22054596633052617	0.652842816173714	0.21137054055745358	0.30753248402227995	0	0.10863472620936883	0.25757991244524475	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__;__	-1.063798849807317	2.3981815346057354	0.28573511712281585	0.5211327044892934	0.5333781188725703	0.7173710819840147	0.7453444353939557	0.9119259629904338	-1.9944553632157338	3.343013950287969	0.38335983144730806	0.5714638310991482	0.04610231339421711	8.287373355269682e-4	0.7014529823190053	0.5676852711049013	1	0.35304210493448845	1	1	FALSE	FALSE	FALSE	FALSE	0.28328534439058856	0	0.09870286121931908	0.007801160635786337	0	0	0.09870286121931908	0.00780116063578631	0	0.26746052395477954	0.10421948289460115	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;__	-0.015229017666499603	-0.5035652584363184	0.12986960836369252	0.1223810724614979	0.5739505194603218	0.771599440089697	0.8017842373507831	0.9806305886599395	-0.026533676946262283	-0.6526252253083281	0.161975756461366	0.12479834289967973	0.9788316727298397	0.5139979191207122	0.8713249452845445	0.9006831993111241	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.23282790770454573	0.26281725929244576	0.14258869403849977	0.11535737842764233	0.07446977342037507	0.26281725929244576	0.14258869403849977	0.11535737842764233	0.05587489150590795	0.04087469384872614	6.580184062336373e-4	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;__	0.4839951040875328	-0.6609179736585392	-1.1961083425952337	-0.4713252096846109	0.4596474567065776	0.6188258609266404	0.642779998065618	0.7870752718268887	1.052970264548854	-1.0680193175328345	-1.8608362833236907	-0.5988311748006172	0.29235462053228634	0.28551179807018195	0.06276729992593996	0.5492854711537248	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.060963902051040075	0.12831145216878323	0	0.14936352220921165	0.030294069734630332	0.12831145216878312	0	0.14936352220921167	0.16323516468608915	0.2396627901714078	0.17951791997916403	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group;__	0.08842685067237865	-0.12437031660705221	-0.3310961920283968	-0.6077803590556996	0.45795690934566574	0.6165662829443216	0.6404282810584956	0.7842124805442992	0.19308989310527924	-0.20171443046340462	-0.5169918347159236	-0.77502000304032	0.8468885678458635	0.8401399806142648	0.6051618587758939	0.43832783982714574	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.07630413639419388	0.1562426555911501	0.07376637046673684	0.08258331013234839	0.028908805102369938	0.1562426555911501	0.07376637046673683	0.0825833101323484	0.11044259701563756	0.1936598508568111	0.009235589943876221	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;__	-0.11145766412113241	-0.5347908833543314	0.5855713874635138	-0.017203939761776577	0.6218509057957166	0.8356252198548875	0.8684201607257991	1.0617500391113897	-0.17923534899175209	-0.6399889216450431	0.6742950174879762	-0.01620338038901799	0.857752908642008	0.5221798017215451	0.5001237711125541	0.9870721386579281	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.057777896698485195	0.05638641811429429	0.1644021672475616	0.009759685532837178	0.09696623879943415	0.05638641811429427	0.16440216724756157	0.009759685532837178	0.1957810936934676	0.06527881237139065	0.14603151655430907	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;__	1.5999904603413375	-2.650622871323713	-2.023471413639758	-2.182016268480853	0.619240285411889	0.8321356552943252	0.8647883634593688	1.0573287640573361	2.5837958188994445	-3.1853254387785985	-2.339845792495829	-2.0637065240783783	0.009771962604165966	0.0014459130589013333	0.01929170354676309	0.03904555041148004	1	0.6058375716796587	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0.33167021044528655	0	0	0	0.3316702104452866	0.09864546146396067	0.20565876509267883	0.04485406451047815	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Babeliales;g__Babeliales;s__uncultured_bacterium	-0.8262163094961696	0.28249283076240533	0.5969960355449834	3.2008981220170543	0.42506455026944695	0.5726003573668562	0.5946701691134655	0.7285080120777703	-1.9437431537690781	0.4933507762053605	1.0039111873309288	4.393772023025258	0.051926431906523504	0.6217647565817527	0.3154214237087498	1.1140064018802519e-5	1	1	1	0.005124429448649158	FALSE	FALSE	FALSE	TRUE	0.6894887125761155	0.17286069927371145	0.18859556320410858	0	0	0.17286069927371145	0.18859556320410856	0	0.2975189846756611	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Alkalimarinus;s__uncultured_bacterium	1.0480315410714949	-2.0535293079336263	-1.7917638082088367	-0.06182652768779472	0.7681695402567181	1.0312241022766968	1.0719865099761134	1.3095855558133886	1.3643232205240114	-1.9913511557768322	-1.6714424962761534	-0.04721075871167045	0.17246586081576143	0.046442295113125365	0.09463430794145306	0.9623452528726802	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.24235769257524578	0	0.22061532541809925	0.08700509382264293	0.17485073746408966	0	0.22061532541809925	0.08700509382264292	0.008845791550111644	0.0441320157362751	0.025803279563062997	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;__	0.0906685135497813	-0.7571195167944792	0.05428507218773261	0.10798440709601345	0.55220195715226	0.7425304529592045	0.7715298788902292	0.9438014717707189	0.1641944806160494	-1.0196477649867866	0.07036029799107252	0.1144143236960818	0.8695780459714193	0.30789554310737505	0.9439068905117113	0.9089093598909814	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.0651553254175752	0.06716648046155214	0.02231103443969763	0.007038004653224319	0.04657974596810657	0.0671664804615521	0.02231103443969763	0.007038004653224316	0.01354468269275372	0.06699284472984351	0.02933464968224876	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;s__uncultured_bacterium	0.08488789690998746	-0.7467877930119042	0.3986930417528649	-0.5634599053793631	0.4434771509511933	0.5972123424383983	0.6202852467843543	0.7596915955522099	0.19141436425284913	-1.2504560605073807	0.6427575761631371	-0.7416955889446052	0.8482009670851263	0.21113299674810052	0.5203814148047179	0.4582717929869451	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.12607258126379545	0.2507519382024581	0.043331663474544875	0.025109746202162168	0.20048465426786216	0.2507519382024581	0.043331663474544854	0.02510974620216217	0	0.13272088111380095	0.08476270896402652	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;__	-0.6519829587664978	1.1826681370218117	0.3156267989629328	0.36252845002494205	0.3552139925260426	0.47919587346362846	0.49746908761124375	0.6101395250581179	-1.8354653039708102	2.4680265472101937	0.6344651493392591	0.5941730295056856	0.0664367754039566	0.01358602434607788	0.525777303882599	0.5523963897449926	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4559358271840175	0	0.13489354669907913	0.060584629184186896	0.45914607649999634	0	0.13489354669907913	0.0605846291841869	0	0.2234292975004237	0.041308103545425336	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__;__	1.683590167257988	-2.309804771597196	-2.6202604720006524	-2.40397901375526	0.5116757427824862	0.6883647049587164	0.7151549925347472	0.8751767492569236	3.2903458704191175	-3.3554956478132083	-3.663905725825359	-2.7468497258369573	0.0010006430404286095	7.922290305123463e-4	2.483982433449001e-4	0.006017069701051726	0.44928872515244567	0.3382817960287719	0.11177920950520505	1	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.08611666149752072	0.07667667504161928	0.062060732380690486	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae;g__Terasakiella;s__uncultured_bacterium	0.2984475503930273	-0.9355692675865157	-0.4541874371766203	0.04234956684227323	0.5406733498702841	0.7271216237028575	0.7554926446670661	0.9242793231302977	0.5519923452203247	-1.2866750720768574	-0.6011804884967128	0.04581901356274646	0.5809535978180107	0.1982075651918612	0.5477197786156408	0.9634545040936451	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.037499168790050746	0.1569947222509855	0.010393944243796267	0.17454946327392865	0.3234595599077095	0.15699472225098549	0.010393944243796274	0.17454946327392865	0.12897894836539306	0.4824129104304677	0.23546543610265486	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__uncultured;s__uncultured_bacterium	-0.9116755360513041	0.9915486961140846	1.7855059731807064	-0.24055004093990712	0.47231665202959594	0.6357592477527184	0.6604039375689369	0.8085290285561975	-1.9302210331432004	1.5596292143905268	2.7036573702959252	-0.29751565181210743	0.05357945651679459	0.11884752858320502	0.006858096468276671	0.7660728602796741	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.4666117185872547	0.4922550616405521	0	0.06665516046159056	0	0.49225506164055205	0	0.06665516046159056	0.4111553408255167	0.31239984533089116	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319;s__Stanieria_sp.	0.7110836461128212	-0.9881069351046389	-1.363951443538438	-1.0049571540470548	0.48917587502351345	0.6582925698190725	0.6838562877167892	0.837077366564703	1.4536359669794452	-1.5010148684743834	-1.994500113601795	-1.2005546848928872	0.1460472596788192	0.13335171592838566	0.04609742757000238	0.2299239879918463	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.3112151754192755	0.34919289698793105	0	0.1131724503370065	0.22511910445844868	0.3491928969879311	0	0.11317245033700656	0.10284154186093412	0.05035718280590997	0.0071481123688730535	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales;s__uncultured_bacterium	0.15273987667078343	-0.6891363302889255	0.42653364363921875	-1.2479901863849143	0.5996386489722705	0.80593488797553825	0.8375195673611272	1.0241326526322398	0.2547198665939338	-0.855076930619043	0.5092820039812911	-1.218582556837059	0.798939470937587	0.3925085599748246	0.6105545702082298	0.22300267289051548	1	1	1	1	FALSE	FALSE	FALSE	FALSE	0.10792734087107812	0.13835908038048136	0.06039814954074384	0.03433054456393338	0.040941863809523735	0.1383590803804814	0.06039814954074383	0.03433054456393334	0.05933763329812779	0.06085857826182203	0.05955349732699458	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;__	1.4036334133540929	-2.7761456895628434	-0.8462655806989537	-2.814722650387007	0.6329842057396853	0.8505070068732805	0.8839084853633854	1.0806053338346673	2.2174856823067985	-3.2641067823400887	-0.9574131199238842	-2.6047647205280775	0.02658992038183756	0.0010980977089868312	0.3383587789138038	0.009193736884735602	1	0.4644953309014296	1	1	FALSE	FALSE	FALSE	FALSE	0	0	0.23473698083524253	0	0	0	0.2347369808352425	0	0	0.17447216897701717	0.18869620902523773	FALSE	FALSE	FALSE	FALSE
