taxon	lfc_SampleSiteCLOACA	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteORAL_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteCLOACA	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteCLOACA	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteORAL_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteCLOACA	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteCLOACA	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteORAL_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteCLOACA	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteCLOACA	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteORAL_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteCLOACA	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteCLOACA	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteORAL_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteCLOACA	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteCLOACA	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteORAL_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteCLOACA	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Crocinitomix;s__uncultured_bacterium	-0.548094173674004	0.5035889343936842	-0.19580753178493668	1.0516831080676883	0.35228664188906733	-0.699396466178621	0.9218458404009169	0.9581540691357787	1.1709938889280087	0.9957239439583278	1.201929132801605	1.2299971979700592	-0.5945616388914162	0.5255824200046489	-0.1672148195104498	1.0561994762191864	0.29310100926492566	-0.5686163085028798	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06741780133777935	0.10283856235874105	0.11061858024403186	0.06509380822757883	0.007281144461223591	0.10283856235874107	0.11061858024403186	0.06509380822757882	0.05156858157380709	0.006628128418061724	0.021969952112304878	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_bacterium	0.2158187723596154	1.3677779189130919	0.8932787252032448	1.1519591465534764	0.6774599528436294	-0.47449919370984706	0.744177975655675	0.7732445885871403	0.9458887992687364	0.8349365739043786	0.9969541159180487	1.018834551619769	0.2900096205742495	1.7688813334112987	0.9443802758779212	1.3796965931994314	0.6795297216058815	-0.4657274264555282	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.20828642626295749	0.09920801477185917	0.2674346047097215	0.432346471519571	0.3007333476066118	0.09920801477185917	0.2674346047097216	0.432346471519571	0	0.7374057439029165	0.16895789064851566	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__uncultured_bacterium	-0.6245998274588829	0.8279992631151559	1.336904515348783	1.4525990905740387	1.961504342807666	0.5089052522336271	0.8093649093224452	0.8410894175007295	1.0284784321029568	0.8933573385178865	1.0716453757437678	1.0958027482819106	-0.7717159717015193	0.9844366673587802	1.2998858056898475	1.6260000650847681	1.830367010585286	0.4644131920927654	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.16987122283146378	0.2567850275318959	0.140309122286016	0.17050762909149803	0	0.2567850275318959	0.14030912228601597	0.17050762909149805	0	0	0.0246753999222634	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;__;__	-4.0389889912326415	-2.577318787266705	-1.3562999996587608	1.4616702039659364	2.6826889915738805	1.2210187876079444	0.8498711335534618	0.8832466969162136	1.07979967651477	0.9300154179691079	1.1183788675794328	1.1439471471244687	-4.752472265230274	-2.9180055767717117	-1.256066314111559	1.571662335617847	2.3987300451949416	1.0673734277647442	2.0094434072871414e-6	0.003522780494905413	0.209091928099205	0.11602888151592486	0.016452038686872273	0.28580324260986034	9.323817409812336e-5	0.15993423446870575	1	1	0.7304705176971289	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.22098966551967797	0	0	0	0.220989665519678	0	0	0.44378018104443895	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__uncultured;s__metagenome	-6.831287458182012e-5	-0.2501421100273303	0.5231760634884605	-0.25007379715274847	0.5232443763630423	0.7733181735157908	0.5587358948334765	0.5802409181092155	0.7109409715413983	0.6739150194789947	0.7892521748132063	0.8046196109468348	-1.222632646541884e-4	-0.43110043125267394	0.735892407992969	-0.3710761593443653	0.662962223052321	0.9610978442419393	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11862355640943045	0.18543778003257178	0.10858893117951653	0.1219610006827524	0.02387969934067384	0.18543778003257178	0.10858893117951653	0.12196100068275238	0.11139814804173848	0.09887084567913282	0.03614829488081873	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade;__	-2.3033433709945563	-0.8705325168754997	-2.8031127707162335	1.4328108541190567	-0.4997693997216772	-1.932580253840734	1.009298211024751	1.0491679685810607	1.28180301661025	1.0763878385374384	1.3041764934417146	1.3352703372593406	-2.282123703217454	-0.8297360793933166	-2.1868514384754008	1.3311288021108774	-0.38320687593654484	-1.4473325737223965	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.13876383840361584	0	0.10101146370431245	0	0	0	0.10101146370431248	0	0.03568098550866541	0.06463649977364326	0.14661798908541362	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hellea;s__uncultured_Alphaproteobacteria	-1.5556744095069834	-0.9237507964580287	-1.562830718123445	0.6319236130489547	-0.00715630861646166	-0.6390799216654164	0.6491765950957656	0.6743685052770834	0.8255280096007409	0.7513351120618575	0.8895100136270067	0.9080587500994821	-2.396380925097111	-1.3698012128820867	-1.893128640031601	0.8410675914170884	-0.0080452254688866	-0.7037869758926966	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.22417996704592894	0	0	0	0.224179967045929	0	0.07041764916388568	0.053784431324198835	0.053469291028300024	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Maricaulis;__	-0.4560972629689147	-0.861892763510389	-0.8285027418700506	-0.40579550054147434	-0.3724054789011359	0.03339002164033844	0.4936075989182937	0.5124647304023537	0.6284074791158842	0.6198089086389281	0.7186368645780723	0.7317175557051209	-0.9240077826362878	-1.6818577208887864	-1.3184164246989603	-0.6547106614401246	-0.5182109313579167	0.04563239105034468	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.46911665683283665	0.5542158911778222	0	0.031946654654896635	0.1771866708768055	0.5542158911778222	0	0.03194665465489665	0.2861050198401714	0.23892460350040057	0.04101432864516434	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;__;__	-0.7750795537811054	0.7215078190116565	0.7411421823068406	1.4965873727927619	1.516221736087946	0.019634363295184087	0.9019554850317963	0.9374534018019551	1.1457918625476733	0.9774980823703869	1.1787801375863918	1.2061582799696349	-0.8593323801936653	0.7696465953665408	0.6468384062869043	1.5310386790361856	1.2862633902132774	0.016278430137442977	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.07565244193228857	0.18471117699028547	0.053245710904663096	0.006246643809567022	0.19037646999282706	0.18471117699028544	0.05324571090466311	0.006246643809567018	0	0.20000056519684165	0.03067165561681677	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__uncultured_delta	-0.019525273538177294	0.172454100799478	1.5176964717884578	0.1919793743376553	1.537221745326635	1.3452423709889798	0.5713772799520022	0.5933972585947113	0.7269583275239656	0.6845871260232368	0.8031236745143787	0.818935862585006	-0.034172295999969564	0.2906216675282346	2.0877351759044593	0.2804308860624688	1.914053581169974	1.642671218161902	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.41513555599884855	0.362573849369275	0.10147958135253698	0.7557792071394175	0	0.362573849369275	0.10147958135253697	0.7557792071394175	0.1908475572805073	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__uncultured;__	-0.26735235375691796	0.9728938443932654	1.843020013038267	1.2402461981501833	2.110372366795185	0.8701261686450016	0.7862074554149857	0.8169878668037541	0.9991384596574643	0.8725176368447578	1.0450337380521755	1.0683831359684337	-0.3400531906884561	1.1908302239535717	1.8446092182960423	1.421456880384933	2.0194298901092704	0.8144327061623614	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.22116154014656755	0.17150460836048184	0.150165863912093	0.2611080488737974	0	0.17150460836048184	0.150165863912093	0.2611080488737974	0	0	0.06648072437149488	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;__;__	-0.06746800595288663	1.8001253961559622	-1.8626595104481665	1.867593402108849	-1.7951915044952798	-3.662784906604129	0.8753796622881969	0.9097947465098833	1.1121194138235804	0.9532244435554112	1.1479198358848255	1.1743751007438086	-0.07707285062635426	1.978606057093128	-1.674873657716443	1.95923784239413	-1.5638648696331066	-3.1189224842081953	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.16647389721792627	0.145093939540264	0.3701006260926207	0.30551169607786227	0	0.14509393954026398	0.3701006260926206	0.3055116960778622	0	0.04130053438296663	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured;s__uncultured_bacterium	-2.2668253888370273	-0.6531313896157178	-0.5560849151741796	1.6136939992213095	1.7107404736628478	0.09704647444153824	0.8468650150430229	0.8801180620857021	1.0759909002320471	0.9272863773819809	1.1149029732899978	1.1403666468976326	-2.6767257456276745	-0.74209520035065335	-0.5168119126790522	1.740232617001526	1.534429914214487	0.08510111612397046	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.14378994923961388	0	0.13044175713951423	0.12645578638193533	0	0	0.1304417571395142	0.12645578638193533	0	0	0.030133872718061366	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__uncultured_bacterium	0.2090249293183982	1.0542631397842988	2.298387209081275	0.8452382104659005	2.089362279762877	1.2441240692969762	0.6887145241828919	0.7155190800209958	0.8756199468087261	0.7858799204852834	0.933996780935127	0.9539338786576378	0.3035001034229539	1.4734242163791955	2.6248684916988805	1.0755309919917069	2.237012292131228	1.3042036739985479	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3634477527536725	0.10384416782080377	0.32550910444882825	0	0	0.10384416782080376	0.3255091044488282	0	0.05367381197898851	0	0.45947333058723194	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured;g__uncultured;__	-1.041017992088275	-0.24787342159009446	0.7076851324407927	0.7931445704981805	1.7487031245290676	0.9555585540308871	0.6205922304886655	0.6446183964980173	0.7893131850899113	0.7266096066239556	0.8575802863238667	0.8751240529502681	-1.6774589512159355	-0.38452737764963374	0.896583442173438	1.091569067168498	2.0391130164909907	1.0919121132706313	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.39119081655604754	0	0.2129073858194896	0.1811989582091831	0	0	0.2129073858194896	0.18119895820918305	0.20552969375813623	0	0.0268772369476702	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured;g__uncultured;s__uncultured_bacterium	-0.2525801280350022	-0.17461739767326373	0.7228002520594619	0.07796273036173845	0.975380380094464	0.8974176497327255	0.6009785416084199	0.6242049837764365	0.764463301145292	0.7097753391577561	0.8357950161990224	0.852648792528719	-0.4202814419280481	-0.2797436774965004	0.9455002627027196	0.10984141891186543	1.1670090885804028	1.0525056243511877	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09204257894857515	0.21985161187153612	0.09743512612520341	0.1765399046751201	0.03853368826755807	0.2198516118715361	0.0974351261252034	0.17653990467512012	0.07188126919894755	0.031379444235352175	0.08478514870911258	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;__;__	0.09459991175704809	0.38241050144496946	-0.62912207168552	0.2878105896879214	-0.7237219834425681	-1.0115325731304896	0.9476135389593371	0.9849713645994559	1.2036431481444425	1.0194052413985226	1.2319802292183633	1.2609410989601404	0.09982963293341829	0.38824529848182826	-0.52268155445855	0.28233187156569245	-0.5874461020382913	-0.8022044597996446	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.09237629772635567	0.2037340206793236	0.11279585964352772	0.08772782918689288	0.023822642257498416	0.20373402067932364	0.11279585964352772	0.08772782918689287	0.09908234254976271	0.1279948661619893	0.056878662436601335	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;__	1.462415488727241	0.5060326830137869	0.4882348160437456	-0.956382805713454	-0.9741806726834954	-0.01779786697004132	0.5415893403262696	0.5623962611090326	0.6892144205810458	0.6595247898833441	0.7705192479738042	0.7852836764204971	2.700229454010742	0.8997796002695715	0.7083932103918208	-1.4501089578188833	-1.2643171150431989	-0.02266425179136293	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.3654290159525166	0	0.06385288961882118	0.019443213337842217	0.505249366676781	0	0.06385288961882121	0.019443213337842255	0.32069299666431283	0.3086365533796503	0.03818468646350301	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;__	-0.49873739786828286	0.18550491598841842	-1.3845511799874215	0.6842423138567013	-0.8858137821191386	-1.5700560959758398	0.9486561188768599	0.986056408415014	1.204964169469016	1.0203649988915322	1.2331975267939663	1.2621944972089547	-0.5257304390327991	0.1881280973434358	-1.1490392951663806	0.6705858340888056	-0.7183064860842313	-1.243909793179774	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.07630332355224441	0.086567454250705	0.05006857187366052	0.01606296946446015	0.008717321030029843	0.086567454250705	0.05006857187366052	0.016062969464460158	0.006073463991273103	0.06251334243438575	0.0766559473775493	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__JGI_0000069-P22;f__JGI_0000069-P22;g__JGI_0000069-P22;__	0.4108454788833743	1.777812591810457	0.142968100493608	1.3669671129270826	-0.26787737838976633	-1.634844491316849	0.8324582729086815	0.8651241309206673	1.057737519960942	0.9142260503327073	1.0982614307799519	1.1232235557118457	0.4935328199068099	2.054979774889072	0.13516406272407472	1.495217853866243	-0.24391039408488374	-1.45549341714149	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.16022335213067623	0.11157720554945487	0	0.07046239947355093	0.16307572964145897	0.11157720554945487	0	0.07046239947355094	0.030615488834277924	0.08017837367622728	0.2798129617964778	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;__	-0.1969528446108297	-0.2993524803232613	0.6668136042769659	-0.10239963571243157	0.8637664488877956	0.9661660846002271	0.5070432065222344	0.5264455664206451	0.6454360930886682	0.6308451198913368	0.733081428729664	0.7466327760498666	-0.3884340467979292	-0.5686295021127978	1.0331210346263684	-0.16232135667478878	1.1782680818754228	1.2940311697965134	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.2652804805901272	0.4827152387712795	0.15904771862440545	0.32021000213786116	0.08881408633191436	0.4827152387712794	0.15904771862440545	0.3202100021378611	0.10721154535274338	0.053208368908815556	0.2752588920148575	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__uncultured_marine	-0.007042637638511216	0.6148642790565205	0.7597590199734365	0.6219069166950317	0.7668016576119477	0.144894740916916	0.5767888766535422	0.5990293577370743	0.7338149927624061	0.6891715249342538	0.809077043891497	0.8250796483684713	-0.012210078806255298	1.0264342992791957	1.0353549974679115	0.9023978707686173	0.9477486271564285	0.17561303469723646	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.4217314986166732	0.34837254689911773	0.37457179584008354	0.1679184575372869	0.08336773788141326	0.34837254689911773	0.3745717958400835	0.16791845753728693	0.07608023903902723	0.30226826737957196	0.12327136533883568	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured;s__uncultured_bacterium	-0.7891404863694095	-0.40081901506895884	-0.1376714226259636	0.38832147130045064	0.6514690637434459	0.26314759244299524	0.5930113707889278	0.6159130240497273	0.7543690143615945	0.7029694462682047	0.8269762989478177	0.8435497414678917	-1.3307341566141577	-0.6507721048558274	-0.18249877713027732	0.5524016347536873	0.7877723516046664	0.3119526680016314	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.38637563391235646	0.5559290115229055	0.22318351428221045	0.08315811720356112	0.4386555446771504	0.5559290115229056	0.22318351428221045	0.08315811720356113	0.14224736398968846	0.19975036931329154	0.0413357346973547	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina_sp.	-1.165910541367049	-0.05011817464795739	-1.4694569063488805	1.1157923667190917	-0.3035463649818315	-1.4193387317009232	1.0023894550414603	1.041977919044991	1.2730489106719847	1.0699865651591673	1.2960736070173295	1.3269288447410905	-1.1631312914388403	-0.04809907554844583	-1.1542815786812315	1.0428096978517767	-0.23420457243966766	-1.069641930934031	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.14595571510166086	0.1608470451314109	0.14284025521882113	0.10178188850472111	0.04648772557493981	0.16084704513141093	0.14284025521882107	0.1017818885047211	0.1091369180021288	0.0721633951552927	0.2716099498768972	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__uncultured;g__uncultured;s__uncultured_bacterium	-0.9122370360003642	-0.04352599966936949	-1.0034960317405328	0.8687110363309947	-0.0912589957401686	-0.9599700320711633	0.7133075179122891	0.7411151384219374	0.9067776765298617	0.8075513186953985	0.9618384680295359	0.9826379149358025	-1.2788832489391149	-0.05873041503652154	-1.1066615971191545	1.075734775264066	-0.09487975244650565	-0.9769316016407527	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.12550130285054437	0.20845337448286558	0.021118439139017627	0.07173705836480346	0.11029804121149485	0.20845337448286555	0.021118439139017627	0.0717370583648035	0.1540700090191452	0.07444637388191759	0.10579479521390021	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;__	0.1741386023397582	-0.3210765761221442	0.0935875171876635	-0.4952151784619024	-0.08055108515209469	0.4146640933098077	0.5442522125660313	0.5651675160228102	0.6925886482512521	0.6617530233869151	0.7734221217943189	0.7882801714905681	0.3199593833872212	-0.5681086881666877	0.1351271312689961	-0.7483383693924719	-0.1041489283565077	0.5260364376865075	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.11960959314064096	0.10508366944505713	0.17518771600539024	0.08218194936075573	0.019111481918428368	0.10508366944505713	0.17518771600539024	0.08218194936075573	0.10976129160686199	0.029723936186699496	0.03218172094416762	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;__	0.11734400374959456	0.5573004530369757	-0.5482110985038984	0.4399564492873812	-0.6655551022534929	-1.1055115515408742	0.9676176345598576	1.0057901720873772	1.228989842443246	1.037841018224678	1.2553549863169207	1.2850082199064323	0.1212710471145672	0.554092164054831	-0.44606641940510133	0.42391507134683015	-0.5301728272145247	-0.8603147702988015	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.04368768453603303	0.035140643929407585	0.0025081162846383987	0.04016039507674669	0.010207692975159801	0.03514064392940758	0.002508116284638395	0.04016039507674668	0.08631392929124453	0.10682026006933251	0.0566808940903096	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Balneola;__	-1.962273290847082	-2.2654045450567364	-2.4820691304240348	-0.3031312542096545	-0.5197958395769529	-0.21666458536729838	0.6193825094996336	0.6433593454733743	0.787780521633293	0.7255681249411753	0.8562336169454852	0.8737348345587538	-3.1681122097430534	-3.5212118406236645	-3.1507114764376247	-0.41778469007886826	-0.6070724499597022	-0.24797521719128493	0.0015343228866323163	4.295792822993081e-4	0.001628732980137351	0.676104545526593	0.5438028325260271	0.8041535818520745	0.06965825905310716	0.019932478698687896	0.07231574431809838	1	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	0.09274797447266143	0.12248648632502471	0.030260881208609418	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__	-2.0037292384515415	-2.201826970474184	-2.5353386941300746	-0.1980977320226427	-0.5316094556785331	-0.33351172365589044	1.0434521059188515	1.0847122940857554	1.3250799078783748	1.108098485495724	1.3442909859402083	1.3765633724875852	-1.9202886525271625	-2.0298718678485925	-1.9133477755235768	-0.17877267645034348	-0.39545713036729246	-0.24227851061677022	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.23941357945310493	0.18975587578830383	0	0.1388299733216755	0.2169081095107965	0.18975587578830377	0	0.13882997332167546	0.021737484819678375	0.0045760275222235195	0.020636597470132193	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Oleibacter;__	-0.09452005009438837	0.030268638082472335	2.4406055281208343	0.1247886881768607	2.5351255782152227	2.410336890038362	0.7296954680762628	0.7581714586952322	0.9275402374524687	0.8220648583056053	0.9804578331444658	1.0018313466963196	-0.12953355780539091	0.03992320963197804	2.6312664718719567	0.15179907876620374	2.585654877257413	2.4059307966223944	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.053442747375042274	0.06540864056634119	0.029859072080994736	0	0	0.06540864056634119	0.029859072080994736	0	0.11070827724491393	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;__;__;__;__;__	-0.374596675297223	-0.32333119232864255	-0.2865109281147511	0.05126548296858047	0.08808574718247192	0.03682026421389145	0.5360172709742936	0.5565974457161234	0.6821537305624501	0.65487017057715	0.7644527034776583	0.7790212690609186	-0.6988518758291801	-0.5809067124133882	-0.4200093252858367	0.07828342971157044	0.11522720343816051	0.04726477398784878	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.1315645035677588	0.2868740091170715	0.07686388791747449	0.0056284310533584675	0.15712382875489336	0.2868740091170715	0.0768638879174745	0.005628431053358474	0.30323024867393433	0.15823266284231086	0.039239244203303186	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;__	-0.14476879261952894	-1.2244939165165334	-2.3428172112844976	-1.0797251238970045	-2.1980484186649685	-1.1183232947679642	0.8144289054680357	0.8463598478980646	1.0348944429970608	0.8979262903662718	1.0774753542160935	1.1018092797826984	-0.17775497854700192	-1.4467769466587588	-2.263822389943156	-1.2024652084266019	-2.039998789823027	-1.0149880884907077	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.047244531424392826	0.08262193300150204	0.175874186512488	0	0.11253400655660291	0.08262193300150203	0.17587418651248807	0	0.29713136529286704	0	0.19249170393833626	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter;s__uncultured_bacterium	0.3756380904395124	1.1934728888591308	-2.55554648961071	0.8178347984196184	-2.931184580050222	-3.749019378469841	0.7844141402636298	0.8151214353004912	0.9968663825320884	0.8709076072375137	1.0429763615156629	1.0662631483462488	0.47887725521274527	1.4641657514737811	-2.563579767951949	0.9390603453491004	-2.8104036565033916	-3.5160357781139573	1	1	1	1	1	1	1	1	1	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.06798399534232565	0.03414277798217089	0.08951714555204633	0	0	0.03414277798217089	0.08951714555204637	0	0.03142204218903146	0	0	FALSE	FALSE	FALSE	FALSE
